106092265412,306,2019-05-16 10:51:22
106092567126,130,2019-05-16 10:50:25
106092759415,280,2019-05-16 10:50:22
106100058721,350,2019-05-16 10:50:34
106100189047,215,2019-05-16 10:51:38
106100231273,288,2019-05-16 10:51:10
106100250859,500,2019-05-16 10:51:56
106100250861,420,2019-05-16 10:51:56
106100303336,245,2019-05-16 10:50:00
106100326861,380,2019-05-16 10:50:25
106100367560,230,2019-05-16 10:51:56
106100403501,230,2019-05-16 10:50:22
106100438297,180,2019-05-16 10:51:10
106100438324,241,2019-05-16 10:51:38
106100438582,180,2019-05-16 10:51:38
106100447882,440,2019-05-16 10:51:20
106100481159,650,2019-05-16 10:50:42
106100532499,153,2019-05-16 10:51:38
106100532698,160,2019-05-16 10:51:38
106100555937,400,2019-05-16 10:50:36
106100575011,170,2019-05-16 10:51:58
106100580502,245,2019-05-16 10:51:58
106100581071,200,2019-05-16 10:50:52
106100593850,200,2019-05-16 10:50:22
106100630028,178,2019-05-16 10:50:25
106100658571,496,2019-05-16 10:51:58
106100693524,290,2019-05-16 10:51:38
106100712787,186,2019-05-16 10:51:58
106100726097,175,2019-05-16 10:50:42
106100740012,206,2019-05-16 10:52:46
106100744169,310,2019-05-16 10:51:58
106100751374,330,2019-05-16 10:50:22
106100762821,316,2019-05-16 10:50:25
106100765257,660,2019-05-16 10:50:42
106100767630,420,2019-05-16 10:51:38
106100785687,140,2019-05-16 10:50:40
106100794381,240,2019-05-16 10:50:42
106100801527,320,2019-05-16 10:52:46
106100805612,210,2019-05-16 10:50:36
106100823362,280,2019-05-16 10:50:50
106100838113,140,2019-05-16 10:49:43
106100844863,148,2019-05-16 10:51:38
106100845220,180,2019-05-16 10:50:36
106100882351,220,2019-05-16 10:51:10
106100894056,310,2019-05-16 10:50:02
106100900118,190,2019-05-16 10:51:58
106100901339,115,2019-05-16 10:51:58
106100918309,210,2019-05-16 10:51:58
106100918315,200,2019-05-16 10:51:58
106100920279,335,2019-05-16 10:50:18
106100941683,160,2019-05-16 10:51:58
106100943032,165,2019-05-16 10:51:22
106100962234,560,2019-05-16 10:50:36
106100962385,267,2019-05-16 10:50:22
106100967780,400,2019-05-16 10:51:58
106100981677,225,2019-05-16 10:50:42
106100986349,240,2019-05-16 10:52:46
106100987042,180,2019-05-16 10:51:58
106100993386,268,2019-05-16 10:52:46
106100996152,258,2019-05-16 10:50:40
106101009278,200,2019-05-16 10:51:58
106101026935,360,2019-05-16 10:51:58
106101036464,238,2019-05-16 10:50:42
106101037464,148,2019-05-16 10:52:46
106101045160,360,2019-05-16 10:49:58
106101060655,480,2019-05-16 10:50:02
106101066040,310,2019-05-16 10:51:38
106101071549,300,2019-05-16 10:50:42
106101073813,130,2019-05-16 10:51:38
106101074466,124,2019-05-16 10:51:24
106101079474,45,2019-05-16 10:52:08
106101086068,420,2019-05-16 10:51:38
106101087263,299,2019-05-16 10:51:12
106101089267,160,2019-05-16 10:51:12
106101096287,163,2019-05-16 10:51:38
106101097183,350,2019-05-16 10:50:25
106101097837,130,2019-05-16 10:52:46
106101100127,275,2019-05-16 10:50:04
106101101549,153,2019-05-16 10:50:22
106101103844,470,2019-05-16 10:50:09
106101107777,88,2019-05-16 10:50:06
106101110357,165,2019-05-16 10:51:38
106101113378,133,2019-05-16 10:52:12
106101120457,255,2019-05-16 10:49:58
106101121712,350,2019-05-16 10:51:58
106101125748,130,2019-05-16 10:51:38
106101131680,165,2019-05-16 10:50:12
106101138327,160,2019-05-16 10:50:23
106101140765,300,2019-05-16 10:51:58
106101143574,330,2019-05-16 10:50:04
106101148453,120,2019-05-16 10:52:28
106101154956,288,2019-05-16 10:50:42
106101162566,75,2019-05-16 10:52:46
106101163019,160,2019-05-16 10:51:38
106101169393,118,2019-05-16 10:49:55
106101171768,185,2019-05-16 10:50:09
106101174259,238,2019-05-16 10:52:28
106101175768,250,2019-05-16 10:51:12
106101176976,160,2019-05-16 10:52:22
106101178309,136,2019-05-16 10:51:58
106101183021,300,2019-05-16 10:51:38
106101184095,156,2019-05-16 10:50:42
106101184202,170,2019-05-16 10:49:49
106101185090,310,2019-05-16 10:50:40
106101188096,187,2019-05-16 10:51:38
106101190489,238,2019-05-16 10:51:38
106101190589,268,2019-05-16 10:50:44
106101191137,199,2019-05-16 10:50:44
106101191457,270,2019-05-16 10:52:12
106101193346,205,2019-05-16 10:51:12
106101193471,152,2019-05-16 10:51:38
106101194639,320,2019-05-16 10:50:32
106101197470,220,2019-05-16 10:50:40
106101199640,296,2019-05-16 10:52:46
106101201987,300,2019-05-16 10:51:12
106101202011,213,2019-05-16 10:49:52
106101203389,120,2019-05-16 10:51:38
106101204087,195,2019-05-16 10:50:44
106101204113,140,2019-05-16 10:51:38
106101204790,190,2019-05-16 10:51:58
106101207756,123,2019-05-16 10:50:02
106101209645,150,2019-05-16 10:51:54
106101210791,248,2019-05-16 10:49:43
106101212697,285,2019-05-16 10:49:58
106101213291,150,2019-05-16 10:51:38
106101213390,300,2019-05-16 10:52:46
106101214003,550,2019-05-16 10:50:36
106101217818,135,2019-05-16 10:50:25
106101217945,169,2019-05-16 10:51:54
106101220712,135,2019-05-16 10:50:40
106101220776,235,2019-05-16 10:51:12
106101222764,180,2019-05-16 10:52:02
106101223809,148,2019-05-16 10:52:46
106101223983,105,2019-05-16 10:51:20
106101224130,240,2019-05-16 10:51:38
106101226392,215,2019-05-16 10:50:44
106101227032,200,2019-05-16 10:50:58
106101227424,160,2019-05-16 10:50:40
106101233773,205,2019-05-16 10:51:38
106101235800,118,2019-05-16 10:51:38
106101236808,108,2019-05-16 10:51:38
106101238477,290,2019-05-16 10:50:27
106101238601,230,2019-05-16 10:52:46
106101239829,50,2019-05-16 10:51:34
106101241495,220,2019-05-16 10:50:04
106101242317,138,2019-05-16 10:51:58
106101246410,160,2019-05-16 10:51:38
106101246830,200,2019-05-16 10:51:38
106101249020,165,2019-05-16 10:52:12
106101250043,200,2019-05-16 10:51:58
106101251337,165,2019-05-16 10:51:58
106101251388,100,2019-05-16 10:51:54
106101253405,240,2019-05-16 10:51:38
106101253732,313,2019-05-16 10:50:44
106101254490,230,2019-05-16 10:50:09
106101255767,150,2019-05-16 10:51:38
106101260933,168,2019-05-16 10:50:44
106101264707,315,2019-05-16 10:52:22
106101267427,250,2019-05-16 10:51:20
106101267807,102,2019-05-16 10:52:28
106101269283,310,2019-05-16 10:50:02
106101273474,280,2019-05-16 10:52:46
106101273906,295,2019-05-16 10:50:00
106101273926,135,2019-05-16 10:50:25
106101274713,135,2019-05-16 10:52:12
106101276032,83,2019-05-16 10:51:24
106101276269,299,2019-05-16 10:51:54
106101277525,158,2019-05-16 10:51:54
106101278189,230,2019-05-16 10:51:40
106101278602,160,2019-05-16 10:51:12
106101278726,190,2019-05-16 10:52:46
106101279032,120,2019-05-16 10:50:36
106101281314,150,2019-05-16 10:50:54
106101281660,170,2019-05-16 10:50:18
106101282380,275,2019-05-16 10:51:12
106101282762,128,2019-05-16 10:51:58
106101285795,140,2019-05-16 10:50:34
106101286215,128,2019-05-16 10:50:44
106101287174,270,2019-05-16 10:51:40
106101288495,115,2019-05-16 10:50:40
106101290987,220,2019-05-16 10:49:51
106101292426,369,2019-05-16 10:50:44
106101292859,332,2019-05-16 10:51:40
106101293797,205,2019-05-16 10:52:12
106101293870,260,2019-05-16 10:51:40
106101294100,125,2019-05-16 10:52:12
106101296478,118,2019-05-16 10:50:36
106101296481,118,2019-05-16 10:51:30
106101297488,87,2019-05-16 10:52:46
106101297754,400,2019-05-16 10:50:54
106101299061,157,2019-05-16 10:51:40
106101300461,250,2019-05-16 10:52:46
106101301533,180,2019-05-16 10:52:46
106101303359,395,2019-05-16 10:51:40
106101305430,178,2019-05-16 10:52:28
106101305872,175,2019-05-16 10:50:22
106101305897,290,2019-05-16 10:51:12
106101310428,100,2019-05-16 10:51:58
106101310782,199,2019-05-16 10:52:04
106101311711,235,2019-05-16 10:52:38
106101314217,170,2019-05-16 10:50:44
106101314785,220,2019-05-16 10:50:40
106101316286,290,2019-05-16 10:51:58
106101316368,275,2019-05-16 10:50:04
106101317354,410,2019-05-16 10:52:04
106101317464,230,2019-05-16 10:51:12
106101318065,173,2019-05-16 10:52:46
106101318231,95,2019-05-16 10:52:46
106101318400,210,2019-05-16 10:50:44
106101319002,355,2019-05-16 10:50:44
106101319203,156,2019-05-16 10:50:40
106101319755,130,2019-05-16 10:49:52
106101319962,230,2019-05-16 10:50:12
106101321052,175,2019-05-16 10:50:44
106101321135,185,2019-05-16 10:50:44
106101321714,146,2019-05-16 10:50:36
106101321800,150,2019-05-16 10:51:40
106101322507,92,2019-05-16 10:52:46
106101322879,325,2019-05-16 10:51:20
106101323470,160,2019-05-16 10:50:58
106101323785,158,2019-05-16 10:50:54
106101323813,225,2019-05-16 10:52:26
106101324040,130,2019-05-16 10:52:28
106101324409,130,2019-05-16 10:52:46
106101324608,190,2019-05-16 10:50:22
106101325835,150,2019-05-16 10:51:40
106101326369,192,2019-05-16 10:52:48
106101326391,165,2019-05-16 10:51:40
106101326958,140,2019-05-16 10:51:00
106101327407,175,2019-05-16 10:49:55
